%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
72810.104,297.39,0.853,14.949,95.306,94.767,-9.187,-5.015,-3.314,-2.714,-0.324,-5.397,-6.3,-6.635,-3.907,-0.104,0.739,-5.947,1.78,-0.418,-2.798,-4.953,0,106.577,52.792,-2.432,119.337,-149.59
72806.073,297.392,0.853,14.944,95.227,94.607,-8.214,-4.793,-3.421,-2.296,-1.403,-5.812,-6.3,-6.635,-3.796,-0.834,2.007,-6.691,1.675,-0.627,-3.109,-5.178,0,106.577,52.71,-2.43,119.37,-149.612
72806.073,297.39,0.853,14.937,95.148,94.927,-9.079,-5.127,-4.169,-2.818,-0.972,-6.227,-6.513,-6.635,-4.242,-1.25,1.162,-5.629,1.152,-0.313,-2.695,-6.304,0,106.519,52.629,-2.429,119.386,-149.59
72806.073,297.39,0.853,14.944,95.227,94.447,-9.079,-4.57,-3.421,-2.088,-0.648,-5.501,-6.513,-6.42,-3.907,-2.084,1.69,-5.735,1.675,-0.209,-3.109,-5.065,0,106.519,52.548,-2.426,119.353,-149.59
72810.104,297.39,0.853,14.931,95.069,94.767,-9.511,-5.015,-3.207,-3.132,-1.079,-5.293,-6.834,-6.742,-4.465,-0.834,0.634,-5.735,0.942,-0.627,-2.384,-5.291,0,106.519,52.466,-2.425,119.353,-149.59
72810.104,297.389,0.853,14.937,95.148,94.767,-8.43,-5.127,-2.779,-2.296,-1.403,-5.501,-6.3,-6.742,-4.354,-1.25,1.268,-6.16,1.047,-0.418,-3.317,-5.403,0,106.519,52.385,-2.424,119.37,-149.601
72806.073,297.39,0.853,14.937,95.148,94.767,-8.863,-4.458,-3.527,-2.714,-1.079,-6.539,-6.086,-6.099,-3.907,-1.25,1.056,-5.629,0.942,-0.836,-2.798,-5.516,0,106.519,52.283,-2.421,119.386,-149.59
72806.073,297.39,0.853,14.944,95.227,94.447,-9.187,-4.681,-3.421,-3.132,-1.079,-5.501,-6.193,-6.528,-3.907,-1.875,1.268,-5.522,1.571,-0.627,-3.42,-4.84,0,106.5,52.223,-2.42,119.337,-149.59
72806.073,297.392,0.853,14.937,95.148,94.607,-9.727,-4.904,-3.527,-2.505,-1.079,-5.501,-5.552,-6.849,-4.018,-0.834,0.739,-5.841,1.361,-0.209,-3.109,-5.178,0,106.5,52.131,-2.419,119.37,-149.59
72802.041,297.39,0.853,14.944,95.227,94.767,-8.538,-5.684,-3.207,-2.61,-1.619,-5.501,-5.873,-5.885,-3.795,-0.834,2.113,-6.266,1.571,-0.836,-3.006,-5.516,0,106.481,52.05,-2.418,119.37,-149.58
